,Title,Company Name,Location,Date Of Puplication,skills,Salary,Requirements
32,RoR Developer,"Dolf  Heliopolis, Cairo, Egypt
7 days ago","Heliopolis, Cairo, Egypt",7 days ago,"Full Time
Experienced · 3 - 5 Yrs of Exp · IT/Software Development
· Computer Science
· CSS
· HTML
· Information Technology (IT)
· JavaScript
· Programming
· Software
· Software Engineering
· developer",Confidential,"Requirements:
Bachelor’s degree in computer science, Software Engineering, or a related field (or equivalent work experience).
Proven track record of at least 3 years working as a Ruby on Rails Developer, with experience in Redmine customization.
Strong proficiency in Ruby programming language and the Ruby on Rails framework.
In-depth knowledge and hands-on experience with Redmine customization, including plugin development and extending its functionality.
Familiarity with project management and issue-tracking concepts.
Proficiency in front-end technologies such as HTML, CSS, JavaScript, and jQuery.
Experience with version control systems (e.g., Git) and agile development methodologies.
Strong problem-solving skills and the ability to troubleshoot complex issues efficiently.
Excellent communication and collaboration skills, with the ability to work effectively in a team environment.
A Plus Skills:
Web server administration is a plus.
Familiar with Linux commands is a plus.
Experience with other web development frameworks such as Laravel or Django.
Familiarity with DevOps practices and cloud platforms (e.g., AWS, Azure).
Knowledge of front-end frameworks such as React or Angular.
experience working with MySQL Databases.
Knowledge of MySQL database management and administration.
Proficiency in SQL and experience in writing complex queries, stored procedures, and functions.
Familiarity with query optimization techniques and performance tuning.
Experience in database security, backup, and recovery procedures.
Knowledge of database design principles, normalization, and indexing.
Understanding of relational database concepts and best practices.
Experience with other database management systems, such as PostgreSQL or Oracle.
Knowledge of database monitoring and management tools.
Familiarity with cloud-based database services, such as Amazon RDS or Azure Database.
Understanding of data warehousing and business intelligence concepts.
Experience with scripting languages, such as Python or Bash."
33,Energy Analyst - Internship,"Nexus Analytica  Shorouk City, Cairo, Egypt
8 days ago","Shorouk City, Cairo, Egypt",8 days ago,"Internship
Student · 0 - 1 Yrs of Exp · R&D/Science · Analyst/Research
· Analysis
· Energy
·
Python
· Statistics",Unpaid,"Internship Requirements
Field of study: Computer Science/Mechanical/Electrical/Energy Engineering with emphasis on data analytics and statistics or related discipline
Current university students or recent graduate (earliest graduation date Summer 2019)
Strong academic track record (good, very good or excellent ratings)
Fluency in oral and written English, with very strong presentation and scientific report-writing skills
Extracurricular activities are a plus
Proficient in Microsoft Office (Word, Excel, Outlook, and PowerPoint)
A previous internship experience is a plus
Experience with a scripting language (preferably Python or R) is a plus
Experience with relational databases is a plus
Experience with a data visualization tool preferably Tableau is a plus
Experience with applied statistics including (Hypotheses testing, correlation analysis, regression analysis) is a plus
Knowledge of other statistical packages such as SPSS, STATA, SAS is a plus"
34,Devops Engineer,"Sceel.io  Maadi, Cairo, Egypt
14 days ago","Maadi, Cairo, Egypt",14 days ago,"Full Time
Experienced · 4 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· DevOps
· Devops Engineer
· engineer
· Information Technology (IT)
· Software Development
· CI/CD",Confidential,"BS/MS degree in Computer Science, Engineering or a related subject
An Excellent knowledge with what mentioned in the Job Description not less than 4 years
Worked with EU clients before is a must
highly qualified with background in the automotive industry is a must
Strong understanding of software development, testing, and deployment processes
Proficiency in scripting languages, particularly Python, for automation tasks
Knowledge of DevOps principles and best practices
Strong skills in Python
Strong skills in Docker
Strong skills in Jenkins
Proficiency in using Git for version control, including branching, merging, and resolving conflicts. Familiarity with tools like GitLab, Bitbucket, or GitHub for code collaboration and integration with CI/CD pipelines.
Continuous Integration/Continuous Deployment (CI/CD): Deep understanding of CI/CD principles and practices, including implementing automated build processes, integration of test automation, artifact management, and deployment pipelines."
35,Python Developer,"Sceel.io  Maadi, Cairo, Egypt
2 months ago","Maadi, Cairo, Egypt",2 months ago,"Full Time
Experienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· API
·
Python
· backend
· Information Technology (IT)
· JSON
· Computer Science
· Automation
· Software Development",Confidential,"Experience building REST/ JSON services and API design
Data Pre-processing pipelines (ETL)
AWS Services
Python Backend (e.g. Flask)
Automation pipelines
Design Solutions Architecture"
36,Senior Data Engineer- Remote,"GetTechForce.com  Cairo, Egypt
15 days ago","Cairo, Egypt",15 days ago,"Full Time
Work From Home
Manager · 7+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology ·
Python
· Java
· computer
· Software Engineering
· SQL
· Computer Science
· Information Technology (IT)",Confidential,"  7+ years of experience designing and implementing large scale software
  4+ years of experience working with Big Data technologies like Apache Beam,DataFlow, BigQuery, Kafka, Airflow and Spark   
  Experience designing a real-time Big Data platform       
  Experience deploying and managing Big Data infrastructure       
  Strong coding ability in an object oriented language (preferably Scala, Python, Java)
  Excellent team player with strong communication skills (verbal and written)     
  Enthusiastic about collaborative problem solving
  Bachelor’s degree or better in Computer Science
Extra points if you have ...       
Experience with Streamsets, Google BigQuery, Apache NiFi, Looker, Pipeline monitoring tools, Strong SQL and data modelling skills."
37,Machine Learning Engineering Manager,"Yassir  Cairo, Egypt
23 hours ago","Cairo, Egypt",23 hours ago,"Full Time
Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology ·
Python
· Computer Science
· Machine Learning
· Information Technology (IT)
· Software Engineering
· C++
· Mathematics",Confidential,Null
38,Senior Linux System Admin (+3 years experience),"3D Diagnostix  Maadi, Cairo, Egypt
2 days ago","Maadi, Cairo, Egypt",2 days ago,"Full Time
Entry Level · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Linux
· System Administration
· Computer Science
· Information Technology (IT)
· Help desk
· Network Administration
· Network","Confidential, Social And Medical Insurance","SKILLS 
Advanced Linux (Ubuntu) system administration
Advanced Bash shell scripting
Python, Ansible, Terraform (automation and integration)
Proven Amazon AWS administration (EC2, IAM, RDS, S3)
MySQL administration.
VMWare administration and high availability.
Network administration.
Ability to respond to help desk requests after hours (be on call)."
39,Cyber Security Consultant - Advisory,"Aventus Global Talent  Riyadh, Saudi Arabia
4 days ago","Riyadh, Saudi Arabia",4 days ago,"Full Time
Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Networking
· Engineering
· Security
· Cyber Security
· Telecommunication",Confidential,Null
40,Senior I&C Designer,"Wood  Dubai, United Arab Emirates
4 days ago","Dubai, United Arab Emirates",4 days ago,"Full Time
Not specified · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· Information Technology (IT)
· Software Engineering
· Artificial Intelligence
· BigData
· CNNs
· Hadoop",Confidential,Null
41,Senior I&C Engineer,"Wood  Dubai, United Arab Emirates
4 days ago","Dubai, United Arab Emirates",4 days ago,"Full Time
Not specified · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· Information Technology (IT)
· Software Engineering
· Artificial Intelligence
· BigData
· CNNs
· Hadoop",Confidential,Null
42,Football Data Analyst,"AlUla Club  Riyadh, Saudi Arabia
5 days ago","Riyadh, Saudi Arabia",5 days ago,"Full Time
Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Data Analysis
· Analysis
· Computer Science
· Information Technology (IT)
· Microsoft Office
· SQL
· Microsoft Excel",Confidential,Null
43,Linux System Administrator,"Hitachi Energy Ltd  Riyadh, Saudi Arabia
5 days ago","Riyadh, Saudi Arabia",5 days ago,"Full Time
Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· System Administration
· Linux
· Engineering
· Computer Engineering
· Installation",Confidential,Null
